library	broad_id	other_id	smiles	hit	std_attempted	trosy_attempted	trosy_validated	pool	color	parsed	hba	hbd	logp	mw	rotb	tpsa
chembridge		4101529	n12c(nc(c1)CN)ccc(c2)C	0	0	0	0	NA	#D95F02	TRUE	2	1	1	161.1	1	43.3
chembridge		4101649	N1(Cc2ccncc2)CCNCC1	0	0	0	0	NA	#D95F02	TRUE	3	1	0.2	177.1	2	28.2
chembridge		4101650	s1c(ccc1)CN1CCNCC1	0	0	0	0	NA	#D95F02	TRUE	2	1	1.3	182.1	2	43.5
chembridge		4101738	c1(ncc(s1)CNC)c1ccccc1	0	0	0	0	NA	#D95F02	TRUE	2	1	2	204.1	3	53.2
chembridge		4101795	c12c(CNCCCO1)cccc2OC	0	0	0	0	NA	#D95F02	TRUE	1	1	1	193.1	1	30.5
chembridge		4101857	[nH]1c(nnc1CN)c1ccccc1	0	0	0	0	NA	#D95F02	TRUE	3	2	0.4	174.1	2	67.6
chembridge		4102112	N1(C(=O)CNCC1)c1ccccc1	0	0	0	0	NA	#D95F02	TRUE	3	1	0.6	176.1	1	32.3
chembridge		4102157	n1c(cc([nH]1)CNC)C1CC1	0	0	0	0	NA	#D95F02	TRUE	2	2	0.7	151.1	3	40.7
chembridge		4102160	c1([nH]nc(c1)CN)c1ccccc1	0	0	0	0	NA	#D95F02	TRUE	2	2	1.4	173.1	2	54.7
chembridge		4102178	N1(C2(CN)CCCCC2)CCCC1	0	0	0	0	NA	#D95F02	TRUE	2	1	-1.9	182.2	2	29.3
chembridge		4102203	c12c(nccc2)cccc1CNC	0	0	0	0	NA	#D95F02	TRUE	2	1	1.6	172.1	2	24.9
chembridge		4102469	c1(nc(sc1C)C)C(NC)C	0	0	0	0	NA	#D95F02	TRUE	2	1	1.1	170.1	2	53.2
chembridge		4102538	c12c(OCCNC2)ccc(c1)Cl	0	0	0	0	NA	#D95F02	TRUE	1	1	2	183	0	21.3
chembridge		4102666	[nH]1c(n[nH]c1=O)C1NCCC1	0	0	0	0	NA	#D95F02	TRUE	2	3	-1.3	154.1	1	73.6
chembridge		4102668	N1(c2c(N)cccc2)CCCCCC1	0	0	0	0	NA	#D95F02	TRUE	2	1	0.2	190.1	1	29.3
chembridge		4102791	N1C(CCN(C)C)CCCC1	0	0	0	0	NA	#D95F02	TRUE	2	1	-1.4	156.2	3	15.3
chembridge		4102814	c1(c(scn1)CN)c1ccccc1	0	0	0	0	NA	#D95F02	TRUE	2	1	1.6	190.1	2	67.1
chembridge		4102942	C1(=O)N(CCN1C)c1ccc(N)cc1	0	0	0	0	NA	#D95F02	TRUE	4	1	0.7	191.1	1	49.6
chembridge		4102949	N1(C(=O)OCC1)c1c(N)cccc1	0	0	0	0	NA	#D95F02	TRUE	4	1	1.1	178.1	1	55.6
chembridge		4102967	C1(=O)N(c2cc(N)ccc2)CCN1C	0	0	0	0	NA	#D95F02	TRUE	4	1	0.7	191.1	1	49.6
chembridge		4103038	C(=O)(c1sccc1)N1CCNCC1	1	0	0	0	17	#D95F02	TRUE	3	1	0.6	196.1	2	60.6
chembridge		4110640	c12c([nH]c3c1cccc3)CCNC2	0	0	0	0	NA	#D95F02	TRUE	1	2	1.4	172.1	0	27.8
chembridge		4110846	n1c([nH]c2c1cccc2)CCCN	0	0	0	0	NA	#D95F02	TRUE	2	2	0.6	175.1	3	54.7
chembridge		4110868	n1[nH]c(c(c1C)CCNC)C	0	0	0	0	NA	#D95F02	TRUE	2	2	0.9	153.1	3	40.7
chembridge		4140363	c1(nc2c([nH]1)ccc(c2)C)SCC(=O)O	0	0	0	0	NA	#D95F02	TRUE	3	2	2.4	222	3	91.3
chembridge		4140455	N1(C(=O)NCC1)c1cc(C(=O)O)ccc1C	0	0	0	0	NA	#D95F02	TRUE	5	2	1.3	220.1	2	69.6
chembridge		4140536	c1([nH]c2c(c1C)cccc2)C(=O)O	0	0	0	0	NA	#D95F02	TRUE	2	2	2.5	175.1	1	53.1
chembridge		4140754	C1(=O)NC(c2c1cccc2)CC(=O)O	0	0	0	0	NA	#D95F02	TRUE	4	2	0.6	191.1	2	66.4
chembridge		4140756	C1(=S)N[C@H](C(=O)O)C[C@H](N1)C	0	0	0	0	NA	#D95F02	TRUE	4	3	-0.4	174	1	93.5
chembridge		4141517	n1c(sc(c1C)CC(=O)OCC)N	0	0	0	0	NA	#D95F02	TRUE	4	1	1.2	200.1	4	93.4
chembridge		4141564	C(c1sccc1)(C(=O)O)NC	1	0	0	0	18	#D95F02	TRUE	3	2	0.9	171	3	77.6
chembridge		4142576	C1(c2c(CCC1)cccc2)(C(=O)O)N	0	0	0	0	NA	#D95F02	TRUE	3	2	0.3	191.1	1	63.3
chembridge		4143064	c1(c(sc(c1)C)N)C(=O)OCC	0	0	0	0	NA	#D95F02	TRUE	3	1	1.6	185.1	3	80.6
chembridge		4171918	[C@@]12([C@H](CNCC1)CCCC2)O	0	0	0	0	NA	#D95F02	TRUE	2	2	-1.8	155.1	0	32.3
chembridge		4191314	s1c(ccc1CN)Br	0	0	0	0	NA	#D95F02	TRUE	1	1	1.5	190.9	1	54.3
chembridge		4191652	c1(cc(cs1)Br)CN1CCNCC1	0	0	0	0	NA	#D95F02	TRUE	2	1	2	260	2	43.5
chembridge		4303052	c1(sc(cc1)C)C(=O)CC	0	0	0	0	NA	#D95F02	TRUE	1	0	2.2	154	2	45.3
chembridge		4303053	s1c(ccc1Cl)C(=O)CC	0	0	0	0	NA	#D95F02	TRUE	1	0	2.1	174	2	45.3
chembridge		4342449	c1(c(nc(s1)N)C)C(=O)N(C)C	0	0	0	0	NA	#D95F02	TRUE	4	1	0.5	185.1	2	87.5
chembridge		4400179	N1(C(C(=O)O)CCCCC1)C	0	0	0	0	NA	#D95F02	TRUE	3	1	-1.4	157.1	1	40.5
chembridge		4400181	N1(C(Cc2c(C1)cccc2)C(=O)O)C	0	0	0	0	NA	#D95F02	TRUE	3	1	1.3	191.1	1	40.5
chembridge		4400183	n1(nc(cc1C)C)CC(=O)O	0	0	0	0	NA	#D95F02	TRUE	3	1	0.8	154.1	2	55.1
chembridge		4400184	n1(nc(cc1C)C)c1cc(C(=O)O)ccc1	0	0	0	0	NA	#D95F02	TRUE	3	1	2.7	216.1	2	54.6
chembridge		4400186	N1(C(=O)CCC1)c1ccc(C(=O)O)cc1	0	0	0	0	NA	#D95F02	TRUE	4	1	0.5	205.1	2	57.6
chembridge		4400205	n1n(ccc1C)CCC(=O)O	0	0	0	0	NA	#D95F02	TRUE	3	1	0.5	154.1	3	55.1
chembridge		4400206	n1(nc(c(c1C)CC(=O)O)C)c1ccccc1	0	0	0	0	NA	#D95F02	TRUE	3	1	2.7	230.1	3	54.6
chembridge		4400213	N1(c2ccc(C(=O)O)cc2)CCOCC1	0	0	0	0	NA	#D95F02	TRUE	4	1	1.4	207.1	2	49.8
chembridge		4400385	C(=O)(CSc1ncccc1)O	0	0	0	0	NA	#D95F02	TRUE	3	1	0.9	169	3	75.5
chembridge		4400386	C(=O)(C(Sc1ncccc1)C)O	0	0	0	0	NA	#D95F02	TRUE	3	1	1	183	3	75.5
chembridge		4400389	n1(nc(cc1C)C)c1ccc(C(=O)O)cc1	0	0	0	0	NA	#D95F02	TRUE	3	1	2.7	216.1	2	54.6
chembridge		4400806	c1(nc2c(s1)cccc2)C(=O)O	0	0	0	0	NA	#D95F02	TRUE	3	1	1.9	179	1	78.4
chembridge		4400881	n1c(CC(=O)O)csc1C	0	0	0	0	NA	#D95F02	TRUE	3	1	0.7	157	2	78.4
chembridge		4400882	n1c(scc1CC(=O)O)c1ccccc1	1	0	0	0	17	#D95F02	TRUE	3	1	2.3	219	3	78.4
chembridge		4401038	c1(nc2n(c1)cccc2)C(=O)O	0	0	0	0	NA	#D95F02	TRUE	3	1	1	162	1	54.6
chembridge		4401261	c1(c([nH]nc1C)C)CC(=O)O	0	0	0	0	NA	#D95F02	TRUE	3	2	0.8	154.1	2	66
chembridge		4401282	c1([nH]nc2c1CCCC2)C(=O)O	0	0	0	0	NA	#D95F02	TRUE	3	2	-0.2	166.1	1	66
chembridge		4401289	n1c([nH]c2c1cc(cc2)F)CCC(=O)O	0	0	0	0	NA	#D95F02	TRUE	3	2	1.6	208.1	3	66
chembridge		4401313	c1(n[nH]c(c1)C1CC1)C(=O)O	0	0	0	0	NA	#D95F02	TRUE	3	2	0.7	152.1	2	66
chembridge		4401352	n1c([nH]c2c1cc(CC(=O)O)cc2)C	0	0	0	0	NA	#D95F02	TRUE	3	2	1.2	190.1	2	66
chembridge		4401357	c1(=O)n(c2c([nH]1)cccc2)CCC(=O)O	0	0	0	0	NA	#D95F02	TRUE	2	2	1.7	206.1	3	75.1
chembridge		4401561	N1(CC(C(=O)O)CCC1)c1ncccc1	0	0	0	0	NA	#D95F02	TRUE	4	1	0.4	206.1	2	53.4
chembridge		4401703	N1(C(C(=O)O)C)CCCCC1	0	0	0	0	NA	#D95F02	TRUE	3	1	-1.2	157.1	2	40.5
chembridge		4402020	C1(=O)Nc2c(C1CC(=O)O)cc(cc2)C	1	0	0	0	18	#D95F02	TRUE	4	2	1.2	205.1	2	66.4
chembridge		4402021	C1(=O)Nc2c(C1CC(=O)O)ccc(c2)C	0	0	0	0	NA	#D95F02	TRUE	4	2	1.2	205.1	2	66.4
chembridge		4402022	N1C(=O)C(c2c1c(ccc2)C)CC(=O)O	0	0	0	0	NA	#D95F02	TRUE	4	2	1.2	205.1	2	66.4
chembridge		4402206	n1c(sc2c1cccc2)CCC(=O)O	0	0	0	0	NA	#D95F02	TRUE	3	1	2	207	3	78.4
chembridge		4402465	c1(n(nc(c1)CC)C)C(=O)O	0	0	0	0	NA	#D95F02	TRUE	3	1	0.7	154.1	2	55.1
chembridge		4402478	n1c(CC(=O)O)c2c([nH]1)cccc2	0	0	0	0	NA	#D95F02	TRUE	3	2	1.6	176.1	2	66
chembridge		4402492	n1(ncc2c1cccc2)CC(=O)O	0	0	0	0	NA	#D95F02	TRUE	3	1	1.1	176.1	2	55.1
chembridge		4402598	N1(C2CC(C1)CC2)CCC(=O)O	0	0	0	0	NA	#D95F02	TRUE	3	1	-0.3	169.1	3	40.5
chembridge		4402634	c1(nc(cs1)C)SCC(=O)O	0	0	0	0	NA	#D95F02	TRUE	3	1	1.5	189	3	103.7
chembridge		4402639	c1(nc(sc1)SC)C(=O)O	1	0	0	0	19	#D95F02	TRUE	3	1	1.4	175	2	103.7
chembridge		4402640	c1(sc(nc1C)C)CC(=O)O	0	0	0	0	NA	#D95F02	TRUE	3	1	1.2	171	2	78.4
chembridge		4402797	n1n(cc(c1)CCC(=O)O)C	0	0	0	0	NA	#D95F02	TRUE	3	1	0.2	154.1	3	55.1
chembridge		4402936	c1(nc2n(c1)cc(cc2)C)C(=O)O	0	0	0	0	NA	#D95F02	TRUE	3	1	1.5	176.1	1	54.6
chembridge		4402937	n1c(cn2c1c(ccc2)C)C(=O)O	0	0	0	0	NA	#D95F02	TRUE	3	1	1.5	176.1	1	54.6
chembridge		4402938	c1(nc2n(c1)ccc(c2)C)C(=O)O	0	0	0	0	NA	#D95F02	TRUE	3	1	1.5	176.1	1	54.6
chembridge		4402939	c1(nc2n(c1)c(ccc2)C)C(=O)O	0	0	0	0	NA	#D95F02	TRUE	3	1	1.6	176.1	1	54.6
chembridge		4701502	n1(ncc(c1)CO)c1ccccc1	0	0	0	0	NA	#D95F02	TRUE	2	1	1.6	174.1	2	37.5
chembridge		4702366	c1(n(c2c(n1)cccc2)C(C)C)CO	0	0	0	0	NA	#D95F02	TRUE	2	1	1.1	190.1	2	38
chembridge		4900508	c12c(nccc2)cccc1CO	0	0	0	0	NA	#D95F02	TRUE	2	1	1.4	159.1	1	33.1
chembridge		4900605	n1c(n(c2c1cccc2)C)CO	0	0	0	0	NA	#D95F02	TRUE	2	1	1.1	162.1	1	38
chembridge		5100597	C1(C(C1)c1ccccc1)C(=O)O	0	0	0	0	NA	#D95F02	TRUE	2	1	1.3	162.1	2	37.3
chembridge		5101209	C(=S)(Nc1ccccc1)NCC	0	0	0	0	NA	#D95F02	TRUE	2	2	2.4	180.1	4	56.2
chembridge		5101225	C(=S)(Nc1ccccc1)NC(CC)C	0	0	0	0	NA	#D95F02	TRUE	2	2	1.8	208.1	5	56.2
chembridge		5101234	C(=S)(N1CCOCC1)Nc1ccccc1	0	0	0	0	NA	#D95F02	TRUE	3	1	2	222.1	3	56.6
chembridge		5101775	C(=O)(c1ccc(cc1)Br)N(C)C	0	0	0	0	NA	#D95F02	TRUE	2	0	2	227	2	20.3
chembridge		5101819	C(=O)(c1ccc(cc1)Br)NN	0	0	0	0	NA	#D95F02	TRUE	3	2	1.2	214	2	55.1
chembridge		5103947	S(=O)(=O)(c1sccc1)C(C)(C)C	0	0	0	0	NA	#D95F02	TRUE	2	0	2	204	2	70.8
chembridge		5106492	C(#CC1(O)CCCCC1)CN(CC)CC	0	0	0	0	NA	#D95F02	TRUE	2	1	0.2	209.2	3	23.5
chembridge		5106709	c1(c[nH]c2c1cccc2)C(=O)CO	0	0	0	0	NA	#D95F02	TRUE	2	2	1.2	175.1	2	53.1
chembridge		5107287	c1(c[nH]c2c1cccc2)CC(NC(=O)N)C	0	0	0	0	NA	#D95F02	TRUE	3	3	1.4	217.1	4	70.9
chembridge		5108505	C(=O)(N1CCNCC1)c1ccccc1	0	0	0	0	NA	#D95F02	TRUE	3	1	0.7	190.1	2	32.3
chembridge		5108520	N(C(=O)C)C(c1ccccc1)C	0	0	0	0	NA	#D95F02	TRUE	2	1	1.1	163.1	3	29.1
chembridge		5108799	c1(nc2c(s1)cccc2)N	0	0	0	0	NA	#D95F02	TRUE	2	1	1.7	150	0	67.1
chembridge		5109426	n1c(nc(nc1N)N)c1ccccc1	0	0	0	0	NA	#D95F02	TRUE	5	2	1.1	187.1	1	90.7
chembridge		5114506	C12(C3CC4CC1CC(C3)C4)NCCS2	0	0	0	0	NA	#D95F02	TRUE	1	1	-0.7	209.1	0	37.3
chembridge		5116993	C(=O)(NCC(=O)O)c1ccccc1	0	0	0	0	NA	#D95F02	TRUE	4	2	0.6	179.1	4	66.4
chembridge		5117124	C(=O)(NNC(=O)C)c1cc(ccc1)C	0	0	0	0	NA	#D95F02	TRUE	4	2	0.9	192.1	4	58.2
chembridge		5121828	c1(c(cc2c(c1)CNCC2)OC)OC	0	0	0	0	NA	#D95F02	TRUE	1	1	1.3	193.1	2	30.5
chembridge		5122041	C(=O)(COc1ccc(Br)cc1)N	1	0	0	0	17	#D95F02	TRUE	2	1	1.9	229	3	52.3
chembridge		5122195	C(=O)(C(c1ccc(cc1)Cl)O)O	0	0	0	0	NA	#D95F02	TRUE	3	2	1.5	186	2	57.5
chembridge		5124181	N1(C(=S)SCC1=O)CC(=O)O	0	0	0	0	NA	#D95F02	TRUE	4	1	0.6	191	2	115
chembridge		5126849	c1(C(=O)O)c(OC)cccc1C	0	0	0	0	NA	#D95F02	TRUE	2	1	2	166.1	2	46.5
chembridge		5132265	C(=O)(C(c1ccccc1)CC)O	0	0	0	0	NA	#D95F02	TRUE	2	1	1.1	164.1	3	37.3
chembridge		5137345	N1(C(=O)CCC1)c1ccc(cc1)O	0	0	0	0	NA	#D95F02	TRUE	2	1	0.7	177.1	1	40.5
chembridge		5139339	[N+](=O)(c1c(cc(N2CCNCC2)cc1)N)[O-]	0	0	0	0	NA	#D95F02	TRUE	3	2	1.4	222.1	2	84.4
chembridge		5139345	[N+](=O)(c1ccc(N2CCN(CC2)C)cc1)[O-]	0	0	0	0	NA	#D95F02	TRUE	2	0	2.7	221.1	2	49.6
chembridge		5140361	N1(C(=S)SCC1=O)CCC(=O)O	0	0	0	0	NA	#D95F02	TRUE	4	1	0.9	205	3	115
chembridge		5140717	n1(cnnc1)NCc1ccccc1	0	0	0	0	NA	#D95F02	TRUE	3	1	0.8	174.1	3	42.7
chembridge		5144111	S(=O)(=O)(CC(=O)N)c1ccc(cc1)C	1	0	0	0	18	#D95F02	TRUE	4	1	1	213	3	85.6
chembridge		5144112	S(=O)(=O)(CC(=O)N)c1ccc(cc1)Cl	0	0	0	0	NA	#D95F02	TRUE	4	1	1.2	233	3	85.6
chembridge		5144127	C(=O)(c1ccc(N)cc1)NCCN(CC)CC	0	0	0	0	NA	#D95F02	TRUE	4	2	1.2	235.2	7	58.4
chembridge		5144636	C(=S)(Nc1c(C)cccc1)NCC=C	0	0	0	0	NA	#D95F02	TRUE	2	2	3.3	206.1	5	56.2
chembridge		5145385	S(=O)(=O)(Nc1c(cc(N)cc1)C)C	0	0	0	0	NA	#D95F02	TRUE	4	2	0.8	200.1	2	80.6
chembridge		5147629	c1c(ccc(c1)C(=O)O)NC(=O)C(C)C	0	0	0	0	NA	#D95F02	TRUE	4	2	1.4	207.1	4	66.4
chembridge		5153128	C(=O)(NN)COc1ccccc1	0	0	0	0	NA	#D95F02	TRUE	3	2	0.4	166.1	4	64.4
chembridge		5154459	C(=O)(NCCc1cc(c(cc1)OC)OC)C(C)C	0	0	0	0	NA	#D95F02	TRUE	2	1	2	251.2	7	47.6
chembridge		5155310	n1c([nH]c2c1cccc2)C(O)C	0	0	0	0	NA	#D95F02	TRUE	2	2	1	162.1	1	48.9
chembridge		5155709	S1(=O)(=O)CC(NC(=S)SCCC)CC1	1	1	0	0	19	#D95F02	TRUE	3	1	0.4	253	5	111.9
chembridge		5155870	S1(=O)(=O)CC(NC(=S)N)CC1	0	0	0	0	NA	#D95F02	TRUE	4	2	-0.5	194	2	112.7
chembridge		5156931	n1c(sc2c1cc(CC(=O)O)cc2)C	0	0	0	0	NA	#D95F02	TRUE	3	1	1.8	207	2	78.4
chembridge		5161587	c1(c(OCC(=O)O)cccc1C)C	0	0	0	0	NA	#D95F02	TRUE	2	1	2.4	180.1	3	46.5
chembridge		5173862	C(C(=O)NCCc1ccncc1)(F)(F)F	0	0	0	0	NA	#D95F02	TRUE	3	1	1.3	218.1	5	42
chembridge		5175081	n1c2c(O)cccc2ccc1NC	0	0	0	0	NA	#D95F02	TRUE	2	2	2.2	174.1	1	45.2
chembridge		5175101	n1c2c(O)cccc2ccc1OC	0	0	0	0	NA	#D95F02	TRUE	1	1	2.4	175.1	1	42.4
chembridge		5175127	[n+]1(c2c(O)cccc2ccc1C)[O-]	0	0	0	0	NA	#D95F02	TRUE	0	1	2.4	175.1	0	47.2
chembridge		5175128	c1(c2ncccc2ccc1C)O	1	1	0	0	20	#D95F02	TRUE	1	1	2.2	159.1	0	33.1
chembridge		5175351	C(=O)(N1CCN(CC1)CCC#N)N(CC)CC	1	0	0	0	21	#D95F02	TRUE	5	0	0.2	238.2	6	50.6
chembridge		5176078	n1c([nH]c2c1ccc(c2)N)CC	0	0	0	0	NA	#D95F02	TRUE	2	2	0.9	161.1	1	54.7
chembridge		5186035	N1(C(=O)C2C(C1=O)C1C3(C2C=C1)CC3)c1ccc(cc1)F	1	1	0	0	22	#D95F02	TRUE	3	0	0.9	283.1	1	37.4
chembridge		5186093	C(=O)(C1C2C=CC(C1C(=O)O)C2)Nc1ccccc1	1	1	0	0	23	#D95F02	TRUE	4	2	0.6	257.1	4	66.4
chembridge		5189157	C(=O)(NN)COc1cc(ccc1)C	0	0	0	0	NA	#D95F02	TRUE	3	2	0.9	180.1	4	64.4
chembridge		5189158	C(=O)(NCC(=O)NN)c1ccccc1	0	0	0	0	NA	#D95F02	TRUE	5	3	-0.4	193.1	5	84.2
chembridge		5189162	C(=O)(NN)COc1c(OC)cccc1	0	0	0	0	NA	#D95F02	TRUE	3	2	0.5	196.1	5	73.6
chembridge		5189169	C(=O)(C(Oc1cc(Cl)ccc1)C)NN	0	0	0	0	NA	#D95F02	TRUE	3	2	1.3	214.1	4	64.3
chembridge		5189173	C(=O)(C(Oc1c2c(ccc1)cccc2)C)NN	0	0	0	0	NA	#D95F02	TRUE	3	2	1.4	230.1	4	64.3
chembridge		5190259	C(=O)(NCC(=O)O)c1ccc(cc1)Cl	0	0	0	0	NA	#D95F02	TRUE	4	2	1.3	213	4	66.4
chembridge		5190416	c1(nc2c([nH]1)cccc2)C(F)F	0	0	0	0	NA	#D95F02	TRUE	1	1	2.2	168	1	28.7
chembridge		5190979	C(=O)(NN)CCc1c(O)cccc1	0	0	0	0	NA	#D95F02	TRUE	3	3	0.4	180.1	4	75.4
chembridge		5210670	S(=O)(=O)(c1cc(c(cc1)C)C)CCC#N	0	0	0	0	NA	#D95F02	TRUE	3	0	2.4	223.1	3	66.3
chembridge		5210739	S(=O)(=O)(c1ccc(N)cc1)CCC#N	0	0	0	0	NA	#D95F02	TRUE	4	1	0.8	210	3	92.3
chembridge		5211877	S(=O)(=O)(c1cc(c(cc1)C)N)N(C)C	0	0	0	0	NA	#D95F02	TRUE	4	1	0.8	214.1	2	71.8
chembridge		5212111	C1(=C(NC(=O)C(C21CCCC2)C#N)SC)C#N	0	0	0	0	NA	#D95F02	TRUE	4	1	-0.6	247.1	1	102
chembridge		5212402	C1(=C(OC2=C(C1CCC)C(=O)CC(C2)(C)C)N)C#N	0	0	0	0	NA	#D95F02	TRUE	4	1	0.1	260.2	2	76.1
chembridge		5214047	C(c1ccc(cc1)C)(c1ccccc1)N	0	0	0	0	NA	#D95F02	TRUE	1	1	3	197.1	2	26
chembridge		5217756	n1c(onc1N)c1ccccc1	0	0	0	0	NA	#D95F02	TRUE	2	1	1.3	161.1	1	64.9
chembridge		5218670	C(=O)(N1CCC(C(=O)OCC)CC1)Nc1ccccc1	0	0	0	0	NA	#D95F02	TRUE	5	1	0.7	276.1	6	58.6
chembridge		5218683	C(=O)(c1c(O)cccc1)N(C)C	0	0	0	0	NA	#D95F02	TRUE	2	1	1.1	165.1	2	40.5
chembridge		5218912	C(C(=O)OC)C(c1ccccc1)N	0	0	0	0	NA	#D95F02	TRUE	3	1	0.9	179.1	4	52.3
chembridge		5224562	C12(C(=O)C3(CN(C2)CCN(C1)C3)C)C	0	0	0	0	NA	#D95F02	TRUE	3	0	0.4	194.1	0	23.6
chembridge		5228676	C1(CC(=O)NN)(CC(OCC1)(C)C)c1ccccc1	0	0	0	0	NA	#D95F02	TRUE	4	2	1.1	262.2	4	64.4
chembridge		5230305	N1(C(CCCC1C)C)CC#CCO	0	0	0	0	NA	#D95F02	TRUE	2	1	-0.7	181.1	1	23.5
chembridge		5232381	S1(=O)(=O)CC(CC1)N(CC)CC	0	0	0	0	NA	#D95F02	TRUE	3	0	0	191.1	3	45.8
chembridge		5233162	N1(C(=O)C2C(C1=O)C1C=CC2C1)c1nccs1	0	0	0	0	NA	#D95F02	TRUE	4	0	-0.5	246	1	78.5
chembridge		5234060	C12(CC3(CC(C2)CC(C1)C3)CN)O	0	0	0	0	NA	#D95F02	TRUE	2	2	-1.3	181.1	1	46.2
chembridge		5235171	C12(C(=O)C(NC)C)CC3CC(C1)CC(C2)C3	0	0	0	0	NA	#D95F02	TRUE	2	1	-0.8	221.2	3	29.1
chembridge		5237127	C1(=NCC(S1)(C)C)N1CCNCC1	0	0	0	0	NA	#D95F02	TRUE	3	1	0.6	199.1	1	52.9
chembridge		5237667	C1(c2cc(c(cc2)OC)OC)(C(=O)N)CCCC1	0	0	0	0	NA	#D95F02	TRUE	2	1	0.2	249.1	4	61.5
chembridge		5242860	C12(C(=O)C3(CN(C4(N(C3)C1)CCCC4)C2)C)C	0	0	0	0	NA	#D95F02	TRUE	3	0	-0.8	234.2	0	23.6
chembridge		5243977	N1(C(=O)C2C(C1=O)C1C=CC2C1)Cc1ccccc1	1	1	0	0	19	#D95F02	TRUE	3	0	0.6	253.1	2	37.4
chembridge		5245803	c1(C(=O)N2CCOCC2)oc(cc1)Br	0	0	0	0	NA	#D95F02	TRUE	3	0	0.9	259	2	42.7
chembridge		5246076	c1(C(=O)N2CCCC2)oc(cc1)Br	0	0	0	0	NA	#D95F02	TRUE	2	0	0.5	243	2	33.5
chembridge		5246601	C(=O)(N1CCOCC1)c1cc(F)ccc1	0	0	0	0	NA	#D95F02	TRUE	3	0	1.3	209.1	2	29.5
chembridge		5246608	C(=O)(c1sccc1)Nc1cnccc1	0	0	0	0	NA	#D95F02	TRUE	3	1	1.7	204	3	70.2
chembridge		5251400	S(=O)(=O)(Nc1nccs1)c1ccc(N)cc1	0	0	0	0	NA	#D95F02	TRUE	5	2	0.9	255	3	121.7
chembridge		5252845	S(=O)(=O)(c1cc(N)ccc1)CCO	0	0	0	0	NA	#D95F02	TRUE	4	2	0.3	201	3	88.8
chembridge		5256404	c12c(nnc(c1)C)cccc2N	0	0	0	0	NA	#D95F02	TRUE	3	1	1.5	159.1	0	51.8
chembridge		5257045	N1(Cc2cc(c(cc2)Cl)Cl)CCC(CC1)O	0	0	0	0	NA	#D95F02	TRUE	2	1	2	259.1	2	23.5
chembridge		5257195	c1(c(c(OC)ccc1)OC)CN1CCSCC1	1	1	0	0	20	#D95F02	TRUE	1	0	2.4	253.1	4	47
chembridge		5257456	C(=O)(N(c1c(C(=O)O)cccc1)C)c1sccc1	1	0	0	0	21	#D95F02	TRUE	4	1	2.5	261	4	85.8
chembridge		5257951	[N+](=O)(c1ccc(CN2CCSCC2)cc1)[O-]	0	0	0	0	NA	#D95F02	TRUE	1	0	2.9	238.1	3	71.7
chembridge		5258479	C(=O)(NCc1ccncc1)c1ccc(cc1)Br	1	1	1	0	22	#D95F02	TRUE	3	1	2.3	290	4	42
chembridge		5258715	N(C(=O)c1occc1)c1c(cccc1C)C	1	1	0	0	23	#D95F02	TRUE	2	1	3.2	215.1	3	42.2
chembridge		5259167	c1(c(CN2CCC(CC2)O)ccc(c1C)OC)C	0	0	0	0	NA	#D95F02	TRUE	2	1	1.6	249.2	3	32.7
chembridge		5259280	N1(Cc2cc(c(cc2)OC)O)CCSCC1	0	0	0	0	NA	#D95F02	TRUE	1	1	2.1	239.1	3	58
chembridge		5260303	C(=O)(Nc1c(CC)cccc1)c1occc1	0	0	0	0	NA	#D95F02	TRUE	2	1	2.4	215.1	4	42.2
chembridge		5260449	c1(CN2CCC(CC2)O)c(ccc(c1)C)C	0	0	0	0	NA	#D95F02	TRUE	2	1	1.6	219.2	2	23.5
chembridge		5260546	N1(Cc2cc(c(cc2)O)OC)CCSCC1	0	0	0	0	NA	#D95F02	TRUE	1	1	2.1	239.1	3	58
chembridge		5260774	s1c(ccc1)CN1CCSCC1	0	0	0	0	NA	#D95F02	TRUE	1	0	2.3	199	2	56.8
chembridge		5261989	c1(CN2CCN(CCC2)C)c(F)cccc1	0	0	0	0	NA	#D95F02	TRUE	2	0	1.9	222.2	2	6.5
chembridge		5263839	N1(Cc2ccc(Br)cc2)CCC(CC1)O	0	0	0	0	NA	#D95F02	TRUE	2	1	1.5	269	2	23.5
chembridge		5264667	N1(Cc2cc(OC)ccc2)CCC(CC1)O	0	0	0	0	NA	#D95F02	TRUE	2	1	0.7	221.1	3	32.7
chembridge		5265193	C(=O)(C1CCN(Cc2ccccc2)CC1)OCC	0	0	0	0	NA	#D95F02	TRUE	3	0	1.3	247.2	5	29.5
chembridge		5266705	C(=O)(NNC(=O)OC)Nc1ccccc1	0	0	0	0	NA	#D95F02	TRUE	6	3	1.2	209.1	6	79.5
chembridge		5266775	C(=O)(c1c(Cl)cccc1)N1CCOCC1	0	0	0	0	NA	#D95F02	TRUE	3	0	1.7	225.1	2	29.5
chembridge		5267053	N1(Cc2c3c(ccc2)cccc3)CCC(CC1)O	0	0	0	0	NA	#D95F02	TRUE	2	1	1.5	241.1	2	23.5
chembridge		5267157	N1(Cc2cc(c(cc2)OC)C)CCC(CC1)O	0	0	0	0	NA	#D95F02	TRUE	2	1	1.1	235.2	3	32.7
chembridge		5270575	C(=O)(C1CCN(Cc2cc(F)ccc2)CC1)OCC	0	0	0	0	NA	#D95F02	TRUE	3	0	1.6	265.1	5	29.5
